Name,Price,Release Date,Publisher,Developer,PerPosRev30,TNR30,PerPosRevAT,TNRAT,Genre,Storage,Mac,Windows,SteamLinux,MacWindow,MacSteam,WindowSteam,All,AvgNRAT,AvgNR30,AvgPrice
Army Men II,9.99,3/22/1999,"2K,","The 3DO Company,",0,0,65,81,Strategy,0.6,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Army Men: Toys in Space,29.99,10/13/1999,"2K,","The 3DO Company,",0,0,67,49,Action,0.55,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Ancestors Legacy,39.99,5/22/2018,"1C Entertainment,","Destructive Creations,",82,108,81,3895,Strategy,24,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Mind Scanners,14.99,5/20/2021,"Brave At Night,","The Outer Zone,",73,34,83,377,Dystopian,0.5,1,1,0,1,0,0,0,377,34,14.99
Thief,29.99,2/27/2014,"Square Enix, Feral Interactive (Mac),","Eidos-Montréal, Feral Interactive (Mac),",81,116,74,14199,Stealth,20,1,1,0,1,0,0,0,9300.37037,124.7407407,39.62
Dungeon Siege Collection,19.99,10/25/2011,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Hogs of War,5.29,11/3/2000,"Alternative Software Ltd.,","Infogrames Entertainment SA, Gremlin Interactive,",0,0,57,299,Action,1,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Seed of the Dead: Sweet Home Theme Songs,4.99,8/27/2021,"Eroge Japan,","TeamKRAMA,",0,0,0,0,Action,23,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
ROMANCE OF THE THREE KINGDOMS XIV: Diplomacy and Strategy Expansion Pack Bundle,59.99,12/9/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Caves of Qud Soundtrack,5.99,2/14/2020,"Freehold Games,","Freehold Games,",0,0,10,11,N/A,96,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Krystopia: Nova´s Journey,10.99,7/21/2020,"Antler Interactive,","Antler Interactive,",0,0,10,17,Adventure,1,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Hold The Fort,14.99,6/6/2019,"Monster Tooth Studios,","Monster Tooth Studios,",0,0,74,31,Strategy,3,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Stoneshard,19.99,2/6/2020,"HypeTrain Digital,","Ink Stains Games,",57,202,78,17522,RPG,0.5,0,1,1,0,0,1,0,4388.014535,70.58139535,41.3109593
Kasi,44.99,1/7/2021,"Kaikalii,","Kaikalii,",0,0,95,83,Casual,100,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Kinkoi: Golden Loveriche,14.99,6/11/2021,"NekoNyan Ltd., HIKARI FIELD,","Saga Planets,",93,30,97,451,Casual,5,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Conscious Existence - A Journey Within,19.99,6/15/2019,"EpicScapes,","Marc Zimmermann,",0,0,89,435,Indie,12,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Empire of Sin,29.99,12/1/2020,"Paradox Interactive,","Romero Games,",65,84,47,3221,Strategy,10,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Guns of Icarus Alliance,39.99,3/31/2017,"Muse Games,","Muse Games,",0,0,80,519,Indie,10,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Diggles: The Myth of Fenris,9.99,12/14/2020,"SNEG,","Spieleentwicklungskombinat GmbH, General Arcade,",0,0,88,277,Adventure,2,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Cloning Clyde,4.99,3/15/2011,"NinjaBee,","Bacon Wrapped Games,",0,0,86,60,Casual,0,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Graveyard Keeper OST,14.99,8/15/2018,"tinyBuild,","Lazy Bear Games,",0,0,85,14,Adventure,0,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Bad Guys at School,4.99,6/15/2020,"Forceight,","Forceight,",84,33,86,772,Casual,4,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
eFootball™ 2N/A22,59.99,9/29/2021,"Konami Digital Entertainment,","Konami Digital Entertainment,",0,0,11,21301,Simulation,50,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Trine 2: Complete Story,39.99,6/6/2013,"Frozenbyte,","Frozenbyte,",97,43,95,13629,Puzzle,0,1,1,1,1,1,1,1,4557.517647,50.68235294,26.37352941
选王之剑,7.99,8/17/2021,"DreamStep,","绝汪,",88,133,90,321,Early,0.5,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Strange Telephone,19.99,1/21/2019,"PLAYISM,","HZ3 Software,",0,0,82,254,Indie,0,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
√Letter - Root Letter -,19.99,7/7/2017,"KADOKAWA GAMES, LTD.,","KADOKAWA GAMES, LTD.,",0,0,80,401,Adventure,4,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Leisure Suit Larry 7 - Love for Sail,390.66,12/22/2017,"Assemble Entertainment,","Assemble Entertainment, Sierra Entertainment,",0,0,91,71,Adventure,0.6,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Raptor: Call of The Shadows - 2N/A15 Edition,4.99,4/1/1994,"Dotemu,","Dotemu,",0,0,79,308,Action,0.5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Fieldrunners,59.99,5/24/2012,"Subatomic Studios LLC,","Subatomic Studios LLC,",0,0,78,121,Tower,0,1,1,0,1,0,0,0,5299.307692,139.2692308,25.49
GROUND-UNBOUND,7.99,10/7/2021,"Frinky,","Frinky,",0,0,10,11,Action,0.2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Blackthorn Arena - Path of Kiren,29.99,12/31/2020,"PersonaeGame Studio,","PersonaeGame Studio,",0,0,0,0,Strategy,25,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Aim Hero,29.99,9/5/2016,"ProGames Studio,","ProGames Studio,",72,25,85,5397,FPS,0.35,0,1,0,0,0,0,0,25383.08537,530.8170732,72.07170732
Fatum Betula,19.99,6/20/2020,"Bryce Bucher,","Bryce Bucher,",0,0,93,142,Adventure,0,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Impostor Factory Soundtrack,4.99,9/30/2021,N/A,"Freebird Games,",0,0,10,20,N/A,0.15,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Deep Rune,4.99,10/14/2021,"JC Bailey,","JC Bailey,",0,0,0,0,Adventure,100,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Riptide GP2,6.99,3/7/2014,"Vector Unit,","Vector Unit,",0,0,90,322,Racing,0.25,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
Shattered Union,59.99,10/17/2005,"2K,","PopTop,",0,0,49,111,Strategy,2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
RPG Maker MV Bundle,129.99,12/16/2015,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Arma 3 Creator DLC: S.O.G. Prairie Fire Soundtrack,4.99,5/5/2021,"Bohemia Interactive,","originalsas, FabianKreutzerSound,",0,0,10,26,N/A,0.18,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Unit Down,2.99,10/16/2021,"Randy Becker,","Randy Becker,",0,0,0,0,Action,0.2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Don't Sink,9.99,4/13/2018,"Studio Eris,","Sebastian Nigro, Christopher Anselmo, Daniel Marques,",0,0,75,133,Adventure,0.25,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Miracle Sudoku,19.99,8/13/2020,"Studio Goya,","Studio Goya,",0,0,94,116,Casual,85,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
I Love Finding Pups,6.99,10/17/2021,"Boomzap Inc,","Tiny Little Lion,",0,0,0,0,Casual,1.2,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
The Forgotten City Soundtrack,5.99,7/28/2021,"Dear Villagers,","Modern Storyteller,",0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Cursed,19.99,6/17/2016,"Jetdogs Studios,","Jetdogs Studios,",0,0,79,505,Adventure,2,0,1,1,0,0,1,0,1660.002024,30.6437247,53.61291498
Academia : School Simulator,44.99,9/8/2017,"Squeaky Wheel Studio Inc,","Squeaky Wheel Studio Inc,",93,30,83,1610,Management,0.4,1,1,0,1,0,0,0,5486.619048,92.85714286,32.84714286
Dude Simulator 4,29.99,2/3/2021,"Kiddy,","Kiddy,",57,35,54,62,Adventure,0.5,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Dude Simulator 2,59.99,6/28/2018,"Kiddy,","Kiddy,",50,12,53,1405,Life,1,0,1,0,0,0,0,0,5944.1,192.2,30.29
Cut the Rope,4.99,3/22/2013,"Zeptolab UK Limited,","Zeptolab UK Limited,",0,0,89,95,Indie,0,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Lost and found - What if I come and find it,4.99,10/1/2021,"Gadir Team,","Gadir Team,",0,0,10,18,Hidden,1,0,1,0,0,0,0,0,700.7391304,6.173913043,35.5226087
HeXen: Beyond Heretic,29.99,10/1/1995,"id Software,","Raven Software,",0,0,89,451,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
"Peace, Death! 2",29.99,10/7/2021,"AZAMATIKA,","AZAMATIKA,",0,0,96,176,Casual,100,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Starship Traveller,59.99,3/11/2015,"Tin Man Games,","Tin Man Games,",0,0,57,38,Adventure,0.35,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Bejeweled 2 Deluxe,59.99,8/30/2006,"PopCap Games, Inc., Electronic Arts,","PopCap Games, Inc.,",0,0,93,312,Casual,0,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Survivalist,29.99,1/30/2015,"Ginormocorp Holdings Ltd,","Bob,",90,10,80,2011,Survival,0.16,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
Horror House,29.99,9/15/2021,"Drew Parmelee,","Drew Parmelee,",0,0,0,0,Action,4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Dynomite Deluxe,9.99,8/30/2006,"PopCap Games, Inc.,","PopCap Games, Inc.,",0,0,93,143,Casual,0,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Smoke and Sacrifice,19.99,5/31/2018,"Curve Digital ,","Solar Sail Games Ltd,",0,0,79,189,RPG,4,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Cyber Defense,29.99,8/6/2021,"Agustin Abadi,","Agustin Abadi,",0,0,0,0,Strategy,100,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
The Walking Dead: A New Frontier,29.99,12/20/2016,"Skybound Games,","Telltale Games,",81,48,79,9932,Zombies,8,0,1,0,0,0,0,0,25623.46429,359.8928571,89.56321429
Farm Mania 2,59.99,1/15/2018,"Qumaron,","Realore,",0,0,89,28,Simulation,0.15,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Simmiland,44.99,8/15/2018,"Sokpop Collective,","Sokpop Collective,",0,0,90,942,Simulation,0.5,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
X-Blades,9.99,2/10/2009,"Topware Interactive,","Gaijin Entertainment,",0,0,59,953,Action,0,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
BROKE PROTOCOL: Online City RPG,39.99,8/26/2017,"Cylinder Studios,","Cylinder Studios,",82,17,80,1347,RPG,1,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
The Caregiver | 終焉介護,4.99,4/3/2021,"Chilla's Art,","Chilla's Art,",0,0,82,143,Horror,5,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Ironlights,19.99,4/9/2020,"E McNeill,","E McNeill,",0,0,77,108,Action,0.5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Angry Video Game Nerd Adventures,29.99,9/20/2013,"Screenwave Media,","FreakZone Games,",0,0,90,2521,Platformer,40,0,1,0,0,0,0,0,8418.444444,98.52777778,25.71722222
Koihime Enbu 恋姫†演武,4.99,5/19/2016,"Degica,","UNKNOWN GAMES, M2 Co.,LTD,",0,0,84,226,Action,4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Sword And Fairy 2,5.99,1/1/2003,"SOFTSTAR ENTERTAINMENT,","SOFTSTAR ENTERTAINMENT,",82,34,86,488,RPG,2,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Fresh Body,9.99,11/16/2016,"LOVIGAME,","LOVIGAME,",0,0,76,1111,Action,0.4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Puzzle Agent,39.99,7/1/2010,"Telltale,","Telltale,",0,0,88,1208,Puzzle,0,1,1,0,1,0,0,0,4557.517647,50.68235294,26.37352941
Killer Sudoku,19.99,12/14/2020,"Studio Goya,","Studio Goya,",0,0,93,61,Casual,100,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Aka Manto | 赤マント,4.99,9/23/2019,"Chilla's Art,","Chilla's Art,",80,15,90,388,Horror,3,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Gun Game,4.99,7/27/2021,"Fireround,","Fireround,",0,0,0,0,Early,0.5,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Wayhaven Chronicles: Book One,39.99,3/8/2018,"Hosted Games,","Hosted Games,",0,0,94,246,RPG,0,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
WoodHeart,59.99,8/20/2021,"Remake Games Studios,","Remake Games Studios,",0,0,0,0,Adventure,0.15,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
The Silent Age,4.99,5/29/2015,"Meridian4,","House On Fire,",92,25,93,5276,Point,4,1,1,0,1,0,0,0,1756.545455,16.45454545,41.87
Dead Cells: Soundtrack,4.99,6/29/2017,"Motion Twin,","Yoann Laulan,",0,0,92,103,Action,0.35,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
A Midsummer Night's Choice,39.99,8/25/2016,"Choice of Games,","Choice of Games,",0,0,81,22,Adventure,0,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Tzar: The Burden of the Crown,4.99,1/27/2000,"Haemimont Games,","Haemimont Games,",0,0,92,239,Strategy,0.144,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Scrutinized,14.99,8/5/2020,"Reflect Studios,","Reflect Studios,",80,15,89,612,Simulation,5,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Praetorians,39.99,3/10/2003,"Kalypso Media Digital,","Pyro Studios,",0,0,80,471,Strategy,0.5,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Air Traffic BLITZ VR,14.99,9/8/2021,"BLITZ VR,","BLITZ VR,",0,0,0,0,Casual,1,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Bear With Me: The Lost Robots,14.99,7/31/2019,"Modus Games,","Exordium Games,",0,0,86,60,Point,4,0,1,0,0,0,0,0,1756.545455,16.45454545,41.87
LOVE 2: kuso,4.99,11/7/2017,"Fred Wood,","Fred Wood,",0,0,97,144,Indie,1,1,1,0,1,0,0,0,802.9269841,12.4984127,25.0667619
Timber and Stone,29.99,10/20/2015,"Games by Robert, LLC,","Games by Robert, LLC,",0,0,44,583,Survival,0.25,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
Ion Fury,49.99,8/15/2019,"3D Realms,","Voidpoint, LLC,",90,51,94,3845,FPS,100,0,1,1,0,0,1,0,25383.08537,530.8170732,72.07170732
Big Money! Deluxe,4.99,8/30/2006,"PopCap Games, Inc.,","PopCap Games, Inc.,",0,0,88,62,Casual,0,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Bright Lights of Svetlov,4.99,9/14/2021,"Vladimir Cholokyan,","Vladimir Cholokyan,",0,0,89,289,Walking,0,0,1,0,0,0,0,0,2051.583333,24.83333333,17.57333333
Super Panda Adventures,29.99,7/14/2014,"Paul Schneider,","BlueEagle Productions,",0,0,95,677,Platformer,100,0,1,0,0,0,0,0,8418.444444,98.52777778,25.71722222
Frankenstein: Master of Death,29.99,3/9/2015,"Jetdogs Studios,","Jetdogs Studios, Fineway Studios,",0,0,82,1616,Hidden,2,1,1,1,1,1,1,1,700.7391304,6.173913043,35.5226087
Idle Civilization,4.99,11/24/2015,"Very Simple Idea Studios,","Very Simple Idea Studios,",0,0,50,154,Indie,100,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Dark Forest: Lost Story VR,4.99,4/11/2021,"AGaming+,","Igor Migun,",0,0,58,17,Action,3,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Civilization IV®: Warlords,59.99,7/24/2006,"2K,","Firaxis Games,",0,0,91,221,Strategy,0,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Promesa,4.99,10/15/2020,"Julián Palacios Gechtman, Strelka Games,","Julián Palacios Gechtman,",0,0,86,102,Story,2,1,1,0,1,0,0,0,10374.79167,185.25,30.82333333
US Spy: Mission in Russia,14.99,2/15/2020,"Hamsters Gaming,","AD,",0,0,77,172,Indie,0.3,1,1,0,1,0,0,0,802.9269841,12.4984127,25.0667619
macdows 95,29.99,9/5/2019,"Yunus Ayyildiz,","Yunus Ayyildiz,",0,0,94,255,Indie,100,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Puzzle Agent 2,29.99,6/30/2011,"Telltale,","Telltale,",0,0,86,416,Adventure,0,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
Nations At War Digital Core Game,59.99,4/25/2020,"Lock 'n Load Publishing,","Riveted Games, Lock 'n Load Publishing,",0,0,79,72,Strategy,3.072,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
The Crown of Leaves,39.99,11/26/2018,"The Broken Horn,","Lingrimm,",96,29,97,1145,Adventure,3,0,1,1,0,0,1,0,1660.002024,30.6437247,53.61291498
Memoir En Code: Reissue,14.99,9/21/2016,"N/A,","Kalopsia Games,",0,0,0,0,Indie,0.2,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Daemon_9,39.99,10/31/2018,"Curio Productions,","Curio Productions,",0,0,88,52,Sexual,0.32,1,1,1,1,1,1,1,2270.12,55.18666667,18.34426667
Heliotropism,14.99,7/20/2021,"Verde,","Verde,",0,0,0,0,Early,0.5,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Microcosmum: survival of cells,7.99,7/24/2018,"Satur Entertainment,","Satur Entertainment,",0,0,80,934,Indie,0.5,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
OmniBus,4.99,5/26/2016,"Devolver Digital,","Buddy Cops, LLC,",0,0,78,362,Indie,0.2,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Entanglement,59.99,10/17/2017,"Gopherwood Studios LLC,","Gopherwood Studios LLC,",0,0,92,14,Casual,0.25,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
Terraria: Official Soundtrack,4.99,10/13/2015,"Re-Logic,","Re-Logic,",0,0,95,431,Adventure,0,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Screencheat,44.99,10/21/2014,"Samurai Punk,","Samurai Punk,",0,0,92,622,Split,2,1,1,1,1,1,1,1,622,0,44.99
112 Operator,24.99,4/23/2020,"Games Operators,","Jutsu Games,",92,111,87,2389,Simulation,4,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Frisky Business,4.99,3/24/2017,"K Bros Games,","K Bros Games,",0,0,80,143,Sexual,1,1,1,0,1,0,0,0,2270.12,55.18666667,18.34426667
THE ENIGMA MACHINE,29.99,11/16/2018,"ENIGMA STUDIO,","ENIGMA STUDIO,",0,0,94,57,Indie,0.2,1,1,0,1,0,0,0,802.9269841,12.4984127,25.0667619
Heal Hitler,29.99,7/22/2021,"Jon Aegis,","Jon Aegis,",0,0,73,109,Casual,2,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Touhou Blooming Chaos 2,19.99,4/17/2020,"二色幽紫蝶, 东游鉴,","二色幽紫蝶, re零同人社,",83,37,94,1370,Adventure,0.5,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Night Shift,39.99,2/23/2015,"Brandon Brizzi,","Brandon Brizzi,",0,0,80,36,Indie,40,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Demon Lord Jill -REVIVAL-,4.99,9/17/2021,"WASABI entertainment,","ななっしー,",0,0,66,15,RPG,0,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
LyokoVR,59.99,9/25/2021,"WizOnce,","WizOnce,",0,0,0,0,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Witchkin,29.99,1/11/2018,"Coven Games,","Coven Games,",0,0,89,38,Indie,0,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
The Night Way Home | 帰り道,4.99,8/6/2021,"Chilla's Art,","Chilla's Art,",63,11,72,134,Adventure,10,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Old Coin Pusher Friends,3.99,10/7/2021,"STP WORKS,","STP WORKS,",0,0,88,105,Online,1,0,1,0,0,0,0,0,1368.375,47,32.36125
X-COM: Enforcer,19.99,4/19/2001,"2K,","MicroProse Software, Inc,",0,0,54,230,Strategy,0,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Start1N/A,44.99,5/11/2017,"Stardock,","Stardock,",0,0,59,57,Utilities,50,0,1,0,0,0,0,0,1101.04878,36.63414634,47.6202439
Bloody Good Time,59.99,10/29/2010,"Ubisoft,","Outerlight Ltd.,",0,0,77,813,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
斗地主少女/ Landlord Girls,20.93,7/13/2020,"七彩绘色游戏,","七彩绘色游戏,",0,0,71,1778,Sexual,3,0,1,0,0,0,0,0,2270.12,55.18666667,18.34426667
Desperados: Wanted Dead or Alive,4.99,7/23/2001,"THQ Nordic,","Spellbound,",84,19,85,1408,Strategy,2,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Shadow Tactics: Blades of the Shogun,14.99,12/6/2016,"Daedalic Entertainment,","Mimimi Games,",96,284,96,22693,Stealth,13,1,1,1,1,1,1,1,9300.37037,124.7407407,39.62
Why Am I Dead At Sea,19.99,5/11/2015,"Peltast Software,","Peltast Software,",0,0,95,321,Adventure,0.15,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
Freedom Force vs. the Third Reich,19.99,3/8/2005,"2K,","Irrational Games,",0,0,88,178,RPG,0,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Root Letter Last Answer,29.99,9/2/2019,"KADOKAWA GAMES, LTD.,","KADOKAWA GAMES, LTD.,",0,0,84,77,Adventure,4,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Mahou Arms,59.99,4/28/2020,"Sekai Project,","Dischan Media,",0,0,86,356,Action,6,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Flotsam,14.99,9/26/2019,"Pajama Llama Games,","Pajama Llama Games,",80,26,73,1790,Early,0.6,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
CryoFall,104.95,4/29/2021,"Daedalic Entertainment,","AtomicTorch Studio,",82,58,79,2895,Base,0.7,0,1,0,0,0,0,0,12061.4,333.9,29.586
Commandos: Behind Enemy Lines,4.99,8/28/1998,"Kalypso Media Digital,","Pyro Studios,",96,26,88,2427,Strategy,0,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
The Shore,19.99,2/19/2021,"Ares Dragonis,","Ares Dragonis,",84,25,72,625,Lovecraftian,15,0,1,0,0,0,0,0,2381.666667,45.33333333,18.32333333
Infinity Coloring Pixel,29.99,9/22/2020,"Sudakarn Vivatvanichkul,","Sudakarn Vivatvanichkul,",0,0,0,0,2D,0.5,0,1,0,0,0,0,0,1275.809524,39.33333333,20.51285714
Dead Island Retro Revenge,4.99,6/1/2016,"Deep Silver,","Empty Clip Studios,",0,0,55,224,Action,1,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Inside Depth 6,4.99,3/12/2021,"TurnVex,","Stanislaw Truchowski,",0,0,90,104,Horror,5,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Succubus - Soundtrack,2.99,10/16/2021,"Madmind Studio,","Madmind Studio,",0,0,0,0,Action,0.2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,39.99,4/21/2021,"KOEI TECMO GAMES CO., LTD.,","KOEI TECMO GAMES CO., LTD.,",0,0,89,56,RPG,26,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
One Line Coloring,44.99,8/21/2020,"MythicOwl,","MythicOwl,",0,0,92,13,Puzzle,100,0,1,0,0,0,0,0,4557.517647,50.68235294,26.37352941
Nimbatus - The Space Drone Constructor,52.97,5/14/2020,"Stray Fawn Studio, WhisperGames,","Stray Fawn Studio,",0,0,82,1364,Singleplayer,2,1,1,1,1,1,1,1,404,4.666666667,20.87666667
NIGHTSLINK,19.99,8/24/2021,"Noiseminded,","Noiseminded,",90,10,89,38,Walking,0.3,0,1,0,0,0,0,0,2051.583333,24.83333333,17.57333333
Fire Pro Wrestling World,54.99,12/18/2017,"Spike Chunsoft Co., Ltd.,","Spike Chunsoft Co., Ltd.,",90,54,90,2307,Simulation,4,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Team Sonic Racing™,39.99,5/21/2019,"SEGA,","Sumo Digital,",62,37,71,1869,Racing,32,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
The Mexican Dream,59.99,8/30/2017,"Idea Cabin,","Idea Cabin,",0,0,62,106,Indie,0.35,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Chair F*cking Simulator,1.99,7/7/2020,"SoSorrySoft,","SoSorrySoft,",0,0,96,272,Dating,0.46,0,1,0,0,0,0,0,2009.5,20.375,15.24
satryn deluxe,7.00,10/14/2021,"maybell🌻,","maybell🌻,",0,0,0,0,Twin,50,0,1,1,0,0,1,0,0,0,7
Hammer & Anvil VR,4.99,1/31/2019,"Thibaut Blanca,","Thibaut Blanca,",0,0,71,42,Indie,0.3,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Workers & Resources: Soviet Republic,14.99,3/15/2019,"3Division,","3Division,",96,185,91,8690,City,5,0,1,0,0,0,0,0,10080,151.6071429,109.3332143
Big Rumble Boxing: Creed Champions,44.99,9/3/2021,"Survios, Inc.,","Survios, Inc.,",0,0,69,33,Sports,8,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
Adventures of Pip,9.99,6/4/2015,"Tic Toc Games,","Tic Toc Games,",0,0,87,136,Action,0.55,1,1,0,1,0,0,0,3264.582596,57.48230088,45.25634218
Drill Down,29.99,10/14/2019,"Dakror Games,","Dakror Games,",0,0,82,39,Indie,0.5,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Hockey Player VR,4.99,5/8/2019,"Brosvision s.r.o.,","Brosvision s.r.o.,",0,0,57,33,Sports,0.2,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
Super 3-D Noah's Ark,4.99,1/1/1995,"Piko Interactive LLC, Classics Digital,","Wisdom Tree, Inc.,",0,0,93,407,FPS,20,1,1,1,1,1,1,1,25383.08537,530.8170732,72.07170732
